image_path,x1,y1,x2,y2
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,928,3621,986,3883
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,1880,3253,2003,3377
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2863,254,2999,366
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,1121,1942,1308,2023
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,1831,2919,1921,3087
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,1446,1909,1630,1990
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,1563,869,1720,964
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2078,1992,2196,2117
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,538,3076,646,3210
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,1,1947,88,2113
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,1278,2015,1427,2111
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,588,2836,675,2993
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2567,637,2651,799
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,1377,2988,1558,3063
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2717,2981,2808,3130
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,1895,2547,1975,2715
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,1727,1880,1839,2000
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2906,2252,2999,2396
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,1592,3269,1717,3376
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2112,2941,2232,3052
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,548,546,612,753
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2880,1480,2999,1591
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,444,1908,613,1986
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2914,3351,2999,3506
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2873,1818,2999,1922
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2573,2688,2659,2840
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2839,1728,2999,1809
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,1975,2963,2065,3107
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,633,2552,756,2657
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,1116,3859,1231,3971
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,947,1451,1011,1651
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,63,1405,236,1479
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2667,2672,2722,2904
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,558,945,655,1076
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,1,3567,82,3723
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2386,1426,2514,1524
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,745,2599,815,2777
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2705,2371,2840,2463
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2831,3184,2968,3274
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,1625,2714,1733,2828
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,438,3799,499,3999
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2294,2961,2409,3067
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2079,2519,2240,2594
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,1749,2204,1871,2303
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,43,216,148,331
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,2922,2126,2999,2282
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,288,3733,385,3856
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,171,2548,304,2637
D:\SEM 7\CVProject\datasets\bottles_closeups\image_4.jpg,0,3556,117,3657
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,0,0,2039,3616
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,0,1943,3023,4031
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1575,0,3023,2193
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1042,2833,1930,3894
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,989,2110,1916,3062
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,2214,2059,2933,2696
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1296,2794,1930,3350
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1101,3411,1904,3761
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1890,3749,2529,4031
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1138,3548,1687,3852
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1155,685,1641,976
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1263,1040,1572,1398
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,2545,1606,3023,1803
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,2873,2243,3023,2709
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1151,2988,1491,3188
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,937,1539,1247,1755
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1126,2297,1307,2661
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,948,1803,1270,1995
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,978,1301,1249,1527
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,2728,1952,3023,2143
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1782,2235,1887,2722
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1111,3272,1351,3456
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1559,2468,1724,2714
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1821,2988,1928,3341
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1053,2919,1164,3251
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1448,3367,1728,3496
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1827,2818,1929,3166
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,2608,2227,2793,2408
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1941,1802,2156,1955
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,2048,2260,2188,2446
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1751,2910,1902,3079
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1311,3226,1555,3329
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1068,3088,1162,3355
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,2857,1333,3023,1483
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1045,2787,1128,3067
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1931,2142,2027,2383
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,2006,1998,2113,2213
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1780,2381,1855,2681
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1830,2517,1912,2790
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1304,3723,1456,3870
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1200,1265,1348,1414
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1478,3891,1619,4031
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1128,1706,1323,1802
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1288,3935,1466,4031
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1575,3306,1757,3399
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,2490,1492,2609,1629
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1655,3641,1764,3787
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1082,1148,1217,1261
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,2632,2424,2771,2531
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1036,2476,1137,2621
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1530,3771,1686,3862
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,986,1530,1065,1709
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,2435,2552,2582,2643
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,2847,2289,2885,2633
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,2139,2426,2242,2554
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,2903,1513,3023,1621
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,2608,2594,2742,2690
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1749,2651,1827,2810
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1609,2559,1688,2715
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,2728,2085,2810,2235
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1651,3131,1776,3229
D:\SEM 7\CVProject\datasets\bottles_closeups\image_5.jpg,1622,3559,1746,3656
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,0,0,1735,3655
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,0,1980,3023,4031
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1371,0,3023,2197
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1527,2002,3023,2700
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,833,0,1770,848
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,0,3143,685,4031
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1948,1859,3023,2299
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,0,1718,369,2715
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1384,1524,2241,1939
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2022,2201,2705,2642
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1759,0,2282,490
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1073,2704,1566,3114
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,0,3150,306,3789
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1134,2443,1544,2768
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1976,2185,2218,2644
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2429,1863,2856,2070
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1364,1018,1632,1331
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1213,1745,1502,1984
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2050,1885,2305,2150
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1503,751,1699,1019
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2709,2340,3023,2492
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2033,2213,2174,2510
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1298,2916,1538,3087
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1471,2409,1580,2722
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1361,1080,1487,1348
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2180,2406,2438,2526
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2085,2411,2212,2651
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,80,3281,213,3504
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1185,578,1366,731
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2347,2216,2552,2340
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1336,808,1460,1006
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,576,2402,665,2656
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1304,2568,1427,2751
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2141,2328,2332,2441
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1239,1108,1329,1343
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2223,2491,2382,2621
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2725,174,2941,269
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,33,1149,124,1374
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1152,2485,1278,2642
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,102,1384,186,1616
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2474,2486,2612,2616
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1218,1045,1331,1199
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2364,2487,2496,2618
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1257,1953,1457,2039
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1160,2594,1274,2743
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2728,2396,2867,2516
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1162,2745,1279,2885
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2613,2216,2744,2338
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,518,2858,586,3088
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2524,2215,2647,2339
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2106,2266,2261,2363
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1258,976,1341,1156
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2423,2400,2545,2520
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2824,1856,2935,1981
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,1448,2362,1582,2465
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2316,2324,2435,2438
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2715,2323,2840,2431
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2614,2328,2739,2431
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2100,1922,2247,2009
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2583,2502,2727,2590
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2344,2255,2458,2362
D:\SEM 7\CVProject\datasets\bottles_closeups\image_6.jpg,2439,2254,2553,2361
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,0,2163,3023,4031
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2225,0,3023,2325
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1660,1939,2662,3003
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1631,3346,2648,4005
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1635,2802,2664,3432
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1658,1155,2257,1930
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1732,875,2319,1259
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1951,456,2438,759
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1986,0,2221,380
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1998,3824,2367,4031
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1817,2062,2000,2479
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1648,2864,1939,3085
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1734,2913,2026,3108
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2283,2284,2479,2563
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1634,3144,1870,3352
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2369,3141,2611,3328
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1684,3265,1988,3406
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2511,3629,2638,3916
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2669,2230,2792,2505
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1637,2890,1753,3148
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2707,2561,2836,2790
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1651,3363,1888,3471
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2170,3614,2395,3726
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2004,839,2113,1066
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2390,3787,2560,3908
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2571,3160,2654,3406
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2583,2530,2688,2721
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1839,3808,1972,3958
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2395,3919,2570,4031
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2534,2380,2644,2558
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1698,3674,1803,3856
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1832,3757,1999,3871
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2650,2737,2795,2864
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2487,994,2578,1193
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1854,3917,2006,4031
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2344,2387,2436,2574
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2798,2804,2923,2940
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2113,3339,2292,3431
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2537,2313,2619,2511
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2146,3755,2346,3835
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2490,2556,2579,2735
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2484,2282,2535,2587
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1965,457,2139,541
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1635,3099,1690,3363
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2269,3858,2418,3954
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1686,3271,1811,3385
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1919,3714,2062,3813
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1935,3562,2101,3645
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2471,3769,2551,3940
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1896,2667,2022,2770
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2354,2284,2439,2434
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,2359,910,2432,1083
D:\SEM 7\CVProject\datasets\bottles_closeups\image_7.jpg,1695,2327,1805,2439
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,0,1662,2486,4027
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,108,0,2359,2529
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1609,0,2486,2846
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,113,2789,1825,4027
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,0,0,687,2470
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,568,807,1337,2343
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,820,2888,1703,3887
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,271,0,881,1213
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,729,0,1418,957
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,0,1736,617,2403
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,928,3392,1717,3864
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1288,2314,1765,3006
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1147,1403,1572,1831
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1200,1703,1651,2089
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,912,369,1373,727
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,629,1148,1071,1476
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1523,3328,1820,3796
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1076,1195,1479,1522
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,0,0,156,839
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1519,1327,1737,1863
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,672,1410,1063,1697
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1340,1036,1606,1345
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1571,2723,1795,3083
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,840,1818,1148,2061
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1630,2800,1817,3197
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1099,2474,1249,2949
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1249,1566,1552,1798
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,920,3266,1275,3460
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1580,1304,1791,1604
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,0,849,94,1496
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1124,2663,1269,3083
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1627,1550,1810,1831
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1407,3228,1728,3383
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,878,3044,1063,3308
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,824,2844,960,3191
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1644,3116,1817,3382
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1491,1083,1673,1307
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1570,2576,1727,2828
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1014,3663,1265,3819
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1383,1051,1567,1231
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1662,3459,1804,3688
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1261,1304,1452,1466
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1667,2871,1811,3085
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,688,2180,891,2329
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,785,2623,890,2885
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1620,3232,1785,3396
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1535,1341,1677,1525
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1705,3081,1816,3311
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1498,3337,1631,3519
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1006,3390,1170,3530
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,786,2476,874,2732
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1560,3715,1704,3870
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,872,2521,959,2767
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1287,907,1434,1046
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,841,2927,929,3158
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1588,2093,1777,2199
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1587,1647,1715,1803
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1377,827,1475,1030
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,740,2335,794,2693
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,876,1478,1063,1581
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1535,3377,1720,3479
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,678,1695,831,1818
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1096,2472,1147,2837
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1478,3104,1654,3204
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,892,3169,1039,3285
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1192,2475,1238,2841
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1623,2835,1701,3051
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1505,3942,1698,4027
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1287,3767,1464,3856
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1311,2666,1421,2803
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,968,2548,1028,2796
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1448,3273,1557,3409
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1511,1214,1606,1369
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1123,3580,1257,3689
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,531,1318,583,1593
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1500,3744,1621,3862
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1581,3053,1690,3182
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1130,3311,1270,3410
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1400,3702,1559,3789
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,1206,975,1344,1074
D:\SEM 7\CVProject\datasets\bottles_closeups\image_8.jpg,954,3146,1057,3277
